PopSize;nbTaxa;minSp;maxSp;Simpson;Sorensen;Nestedness;SimpsonCorr;SorensenCorr;NestednessCorr
500;40;31;40;0.945182786091877;0.9662632383854468;0.021080452293569807;0.06451985886161754;0.10278900095479093;0.03826914209317339
600;100;31;40;0.9944869625599583;0.9948929255833744;4.0596302341611157E-4;0.37550507495361707;0.3937027785481487;0.018197703594531656
600;80;31;40;0.9935154133026735;0.9940518394145142;5.364261118407931E-4;0.33805788321955377;0.3577656411828257;0.019707757963271955
600;60;31;40;0.990909710409346;0.991928673985024;0.0010189635756781001;0.2665171113154519;0.2906046873158713;0.024087576000419386
600;40;31;40;0.9585235627929929;0.9735877065247653;0.01506414373177245;0.07152384442357566;0.10942537176323648;0.03790152733966082
700;100;31;40;0.9952654696889301;0.995605332703661;3.39863014730879E-4;0.3752389635492748;0.39293920065673105;0.017700237107456274
700;80;31;40;0.994420175644223;0.9948934985731834;4.7332292896040684E-4;0.337393672371185;0.35759635712389976;0.02020268475271475
700;60;31;40;0.9921256432078891;0.9930129282008031;8.87284992914017E-4;0.2646973854960464;0.28879347884127055;0.024096093345224168
700;40;31;40;0.9614013009358869;0.9759047887782458;0.014503487842358886;0.06643665885455807;0.10371783046128746;0.03728117160672939
800;100;31;40;0.9958495391462018;0.9961515804082464;3.0204126204458337E-4;0.37493856776280676;0.3928787031510011;0.017940135388194334
800;80;31;40;0.9951331542766348;0.9955387745226233;4.0562024598844726E-4;0.33826534345471043;0.3581037416828262;0.019838398228115783
800;60;31;40;0.9931401297320671;0.9939299349519458;7.898052198787031E-4;0.26575238976816534;0.29045667105670797;0.02470428128854263
800;40;31;40;0.9632064165685262;0.9782129019127456;0.015006485344219334;0.06142647427144586;0.10091897661392579;0.03949250234247993
900;100;31;40;0.9963012631742814;0.9965686760949185;2.674129206371445E-4;0.37444618646530325;0.3922472653220473;0.017801078856744035
900;80;31;40;0.9956756702439535;0.9960296589278159;3.539886838623829E-4;0.3384782180788303;0.3579385824082318;0.019460364329401514
900;60;31;40;0.9939113717794801;0.9945842823707488;6.729105912687272E-4;0.2661934088694144;0.28982623260524254;0.023632823735828146
900;40;31;40;0.9670385055114841;0.9806062646353124;0.013567759123828349;0.06120608813416266;0.10101233644494766;0.039806248310785
1000;100;31;40;0.9966678462789507;0.9969144730162368;2.466267372861486E-4;0.374300939828124;0.3925357808332789;0.018234841005154878
1000;80;31;40;0.996104666557695;0.9964269088669795;3.222423092844595E-4;0.3383770460968137;0.358044112071902;0.019667065975088327
1000;60;31;40;0.9944905741473596;0.9951196306704411;6.290565230814282E-4;0.26525382631893474;0.28967437673235835;0.024420550413423614
1000;40;31;40;0.972785128765837;0.9833200150590756;0.010534886293238621;0.06671950622166695;0.10546895393521705;0.0387494477135501
