EstType,Parameter,awood,bwood,cwood,abark,bbark,cbark,abranch,bbranch,cbranch,afoliage,bfoliage,cfoliage,ess,esslat
SUR Esti,awood,6.85E-07,6.83E-07,-9.10E-06,1.25E-07,-8.59E-08,-8.36E-06,5.81E-08,-2.80E-08,-1.87E-06,-1.16E-07,1.68E-06,-1.79E-06,Balsam Fir,AbiesBalsamea
SUR Esti,bwood,6.83E-07,0.000265037,-0.00030434,1.58E-08,0.000233458,-0.0002641,-3.09E-07,9.168E-05,-9.20463E-05,-1.79E-06,5.61355E-05,-5.45484E-05,Balsam Fir,AbiesBalsamea
SUR Esti,cwood,-9.10E-06,-0.00030434,0.000452604,-1.53E-06,-0.000262373,0.000399837,-3.98E-07,-0.000103413,0.000129246,2.95E-06,-8.25816E-05,8.44152E-05,Balsam Fir,AbiesBalsamea
SUR Esti,abark,1.25E-07,1.58E-08,-1.53E-06,1.23E-07,5.04E-07,-9.08E-06,3.28E-08,-1.05E-06,2.36E-07,-6.97E-08,1.98E-08,8.56E-08,Balsam Fir,AbiesBalsamea
SUR Esti,bbark,-8.59E-08,0.000233458,-0.000262373,5.04E-07,0.001504018,-0.001716305,1.58E-08,1.18478E-05,-1.84605E-05,-1.81E-06,-0.000180677,0.000216938,Balsam Fir,AbiesBalsamea
SUR Esti,cbark,-8.36E-06,-0.0002641,0.000399837,-9.08E-06,-0.001716305,0.002555367,-2.20E-06,5.76165E-05,2.93E-06,6.49E-06,0.000208291,-0.000257126,Balsam Fir,AbiesBalsamea
SUR Esti,abranche,5.81E-08,-3.09E-07,-3.98E-07,3.28E-08,1.58E-08,-2.20E-06,6.31E-07,-9.76E-06,-8.70E-06,2.04E-06,-2.73E-06,-3.55E-06,Balsam Fir,AbiesBalsamea
SUR Esti,bbranche,-2.80E-08,9.168E-05,-0.000103413,-1.05E-06,1.18478E-05,5.76165E-05,-9.76E-06,0.004450268,-0.004869143,-2.38471E-05,0.00227325,-0.002545082,Balsam Fir,AbiesBalsamea
SUR Esti,cbranche,-1.87E-06,-9.20463E-05,0.000129246,2.36E-07,-1.84605E-05,2.93E-06,-8.70E-06,-0.004869143,0.005971127,-4.20858E-05,-0.002531298,0.003077744,Balsam Fir,AbiesBalsamea
SUR Esti,afoliage,-1.16E-07,-1.79E-06,2.95E-06,-6.97E-08,-1.81E-06,6.49E-06,2.04E-06,-2.38471E-05,-4.20858E-05,5.34073E-05,-5.09641E-05,-0.000108865,Balsam Fir,AbiesBalsamea
SUR Esti,bfoliage,1.68E-06,5.61355E-05,-8.25816E-05,1.98E-08,-0.000180677,0.000208291,-2.73E-06,0.00227325,-0.002531298,-5.09641E-05,0.005627117,-0.006341406,Balsam Fir,AbiesBalsamea
SUR Esti,cfoliage,-1.79E-06,-5.45484E-05,8.44152E-05,8.56E-08,0.000216938,-0.000257126,-3.55E-06,-0.002545082,0.003077744,-0.000108865,-0.006341406,0.007710987,Balsam Fir,AbiesBalsamea
SUR Esti,awood,2.31E-06,3.77174E-05,-0.000106909,-8.31E-07,1.6786E-05,-3.71E-06,1.75E-06,1.59785E-05,-6.90864E-05,-6.00E-07,1.86053E-05,-1.73014E-05,Balsam Poplar,PopulusBalsamifera
SUR Esti,bwood,3.77174E-05,0.002923008,-0.004298695,1.08662E-05,0.000267406,-0.000503622,2.87278E-05,0.002726874,-0.003922646,6.21905E-05,0.001034019,-0.001475136,Balsam Poplar,PopulusBalsamifera
SUR Esti,cwood,-0.000106909,-0.004298695,0.007791004,1.08334E-05,-0.000775994,0.000681557,-8.16121E-05,-0.003528208,0.006386271,-5.48821E-05,-0.001668671,0.002145471,Balsam Poplar,PopulusBalsamifera
SUR Esti,abark,-8.31E-07,1.08662E-05,1.08334E-05,1.29039E-05,0.000129216,-0.000383981,-1.54E-06,-6.11946E-05,0.000115136,1.06E-06,-2.37E-06,-3.33E-06,Balsam Poplar,PopulusBalsamifera
SUR Esti,bbark,1.6786E-05,0.000267406,-0.000775994,0.000129216,0.008814173,-0.012162664,-2.78823E-05,-0.003397013,0.004652493,-8.91E-06,9.31E-06,2.72838E-05,Balsam Poplar,PopulusBalsamifera
SUR Esti,cbark,-3.71E-06,-0.000503622,0.000681557,-0.000383981,-0.012162664,0.020669192,6.03499E-05,0.004957846,-0.007402232,-9.07E-06,2.22532E-05,3.74003E-05,Balsam Poplar,PopulusBalsamifera
SUR Esti,abranche,1.75E-06,2.87278E-05,-8.16121E-05,-1.54E-06,-2.78823E-05,6.03499E-05,7.85E-06,0.000184182,-0.000446075,-2.26E-06,5.18067E-05,-4.71105E-05,Balsam Poplar,PopulusBalsamifera
SUR Esti,bbranche,1.59785E-05,0.002726874,-0.003528208,-6.11946E-05,-0.003397013,0.004957846,0.000184182,0.021420369,-0.029869667,0.000312791,0.003786153,-0.005955065,Balsam Poplar,PopulusBalsamifera
SUR Esti,cbranche,-6.90864E-05,-0.003922646,0.006386271,0.000115136,0.004652493,-0.007402232,-0.000446075,-0.029869667,0.047483623,-0.000294883,-0.005751735,0.008146837,Balsam Poplar,PopulusBalsamifera
SUR Esti,afoliage,-6.00E-07,6.21905E-05,-5.48821E-05,1.06E-06,-8.91E-06,-9.07E-06,-2.26E-06,0.000312791,-0.000294883,0.000106006,0.000905952,-0.001611546,Balsam Poplar,PopulusBalsamifera
SUR Esti,bfoliage,1.86053E-05,0.001034019,-0.001668671,-2.37E-06,9.31E-06,2.22532E-05,5.18067E-05,0.003786153,-0.005751735,0.000905952,0.015986648,-0.022756971,Balsam Poplar,PopulusBalsamifera
SUR Esti,cfoliage,-1.73014E-05,-0.001475136,0.002145471,-3.33E-06,2.72838E-05,3.74003E-05,-4.71105E-05,-0.005955065,0.008146837,-0.001611546,-0.022756971,0.034400329,Balsam Poplar,PopulusBalsamifera
SUR Esti,awood,6.56576E-05,0.000223198,-0.000983338,9.74612E-05,0.000187996,-0.000586537,1.18705E-05,6.046E-05,-0.000109727,2.92E-06,6.1616E-05,-0.000149897,Black Ash,FraxinusNigra
SUR Esti,bwood,0.000223198,0.003310036,-0.00624869,0.00049723,0.002482303,-0.00467326,6.73929E-05,0.000673063,-0.000859331,1.4848E-05,0.000755671,-0.001152579,Black Ash,FraxinusNigra
SUR Esti,cwood,-0.000983338,-0.00624869,0.01806173,-0.001662032,-0.004866345,0.011858409,-0.000206571,-0.001343449,0.002109167,-4.87405E-05,-0.001456656,0.002883245,Black Ash,FraxinusNigra
SUR Esti,abark,9.74612E-05,0.00049723,-0.001662032,0.002046896,0.00278155,-0.01104378,9.57679E-05,0.000343963,-0.000705298,4.85E-06,-5.82633E-05,-3.89548E-05,Black Ash,FraxinusNigra
SUR Esti,bbark,0.000187996,0.002482303,-0.004866345,0.00278155,0.01691512,-0.029712619,6.38983E-05,0.003694702,-0.003905902,-8.49593E-05,-0.000441662,0.003227564,Black Ash,FraxinusNigra
SUR Esti,cbark,-0.000586537,-0.00467326,0.011858409,-0.01104378,-0.029712619,0.076211183,-0.000435741,-0.005210816,0.006888515,8.0092E-05,0.00090628,-0.003753042,Black Ash,FraxinusNigra
SUR Esti,abranche,1.18705E-05,6.73929E-05,-0.000206571,9.57679E-05,6.38983E-05,-0.000435741,0.000743532,0.00231772,-0.005220464,9.78775E-05,0.002279453,-0.005282902,Black Ash,FraxinusNigra
SUR Esti,bbranche,6.046E-05,0.000673063,-0.001343449,0.000343963,0.003694702,-0.005210816,0.00231772,0.020512477,-0.030469898,0.000247092,0.01557192,-0.023723506,Black Ash,FraxinusNigra
SUR Esti,cbranche,-0.000109727,-0.000859331,0.002109167,-0.000705298,-0.003905902,0.006888515,-0.005220464,-0.030469898,0.052220272,-0.0006118,-0.024615725,0.044282222,Black Ash,FraxinusNigra
SUR Esti,afoliage,2.92E-06,1.4848E-05,-4.87405E-05,4.85E-06,-8.49593E-05,8.0092E-05,9.78775E-05,0.000247092,-0.0006118,2.1885E-05,0.000472353,-0.001129955,Black Ash,FraxinusNigra
SUR Esti,bfoliage,6.1616E-05,0.000755671,-0.001456656,-5.82633E-05,-0.000441662,0.00090628,0.002279453,0.01557192,-0.024615725,0.000472353,0.020314428,-0.034912546,Black Ash,FraxinusNigra
SUR Esti,cfoliage,-0.000149897,-0.001152579,0.002883245,-3.89548E-05,0.003227564,-0.003753042,-0.005282902,-0.023723506,0.044282222,-0.001129955,-0.034912546,0.06957981,Black Ash,FraxinusNigra
SUR Esti,awood,2.52006E-05,2.30929E-05,-0.000490624,1.22453E-05,-7.38062E-05,-0.000314637,4.69E-07,-5.57679E-05,-0.000275538,1.47189E-05,5.7065E-05,-8.85658E-05,Black Cherry,PrunusSerotina
SUR Esti,bwood,2.30929E-05,0.003258695,-0.003958679,-1.40346E-05,0.00246733,-0.002317231,-5.68E-07,0.001756984,-0.001576009,0.000201766,0.000932732,-0.001304595,Black Cherry,PrunusSerotina
SUR Esti,cwood,-0.000490624,-0.003958679,0.013387715,-0.000209789,-0.001357962,0.008355421,-7.95E-06,-0.000955991,0.006850382,-0.000495327,-0.002061926,0.003075463,Black Cherry,PrunusSerotina
SUR Esti,abark,1.22453E-05,-1.40346E-05,-0.000209789,1.17616E-05,-1.07115E-05,-0.000375455,1.73E-07,-2.44213E-05,-9.71351E-05,-8.68E-07,-6.93E-06,1.33581E-05,Black Cherry,PrunusSerotina
SUR Esti,bbark,-7.38062E-05,0.00246733,-0.001357962,-1.07115E-05,0.005879289,-0.006320082,-7.94E-07,0.001488917,-0.001148287,8.74784E-05,0.00038855,-0.000613174,Black Cherry,PrunusSerotina
SUR Esti,cbark,-0.000314637,-0.002317231,0.008355421,-0.000375455,-0.006320082,0.019623305,-4.79E-06,-0.000915811,0.004538374,-7.32503E-05,-0.000223299,0.000273252,Black Cherry,PrunusSerotina
SUR Esti,abranche,4.69E-07,-5.68E-07,-7.95E-06,1.73E-07,-7.94E-07,-4.79E-06,1.65E-07,-1.71777E-05,-0.000101025,2.26E-06,9.80E-06,-1.54538E-05,Black Cherry,PrunusSerotina
SUR Esti,bbranche,-5.57679E-05,0.001756984,-0.000955991,-2.44213E-05,0.001488917,-0.000915811,-1.71777E-05,0.025339631,-0.016860517,0.000585053,0.00210776,-0.003337837,Black Cherry,PrunusSerotina
SUR Esti,cbranche,-0.000275538,-0.001576009,0.006850382,-9.71351E-05,-0.001148287,0.004538374,-0.000101025,-0.016860517,0.094060035,-0.002347522,-0.0095597,0.015266274,Black Cherry,PrunusSerotina
SUR Esti,afoliage,1.47189E-05,0.000201766,-0.000495327,-8.68E-07,8.74784E-05,-7.32503E-05,2.26E-06,0.000585053,-0.002347522,0.00084458,0.00297435,-0.00492366,Black Cherry,PrunusSerotina
SUR Esti,bfoliage,5.7065E-05,0.000932732,-0.002061926,-6.93E-06,0.00038855,-0.000223299,9.80E-06,0.00210776,-0.0095597,0.00297435,0.012069091,-0.018839084,Black Cherry,PrunusSerotina
SUR Esti,cfoliage,-8.85658E-05,-0.001304595,0.003075463,1.33581E-05,-0.000613174,0.000273252,-1.54538E-05,-0.003337837,0.015266274,-0.00492366,-0.018839084,0.030387539,Black Cherry,PrunusSerotina
SUR Esti,awood,3.00E-07,-8.34E-08,-3.53E-06,1.07E-07,-1.03E-06,-2.44E-06,1.59E-07,-9.24E-07,-5.55E-07,1.02E-07,2.24E-07,-4.39E-07,Black Spruce,PiceaMariana
SUR Esti,bwood,-8.34E-08,0.000145113,-0.000153518,-2.80E-07,0.00010389,-0.000100194,-4.32E-07,5.06962E-05,-5.10758E-05,-1.19E-06,2.31607E-05,-2.28465E-05,Black Spruce,PiceaMariana
SUR Esti,cwood,-3.53E-06,-0.000153518,0.000206969,-9.96E-07,-9.72804E-05,0.000135925,-1.46E-06,-4.43932E-05,6.32541E-05,-1.38E-07,-2.79347E-05,3.0839E-05,Black Spruce,PiceaMariana
SUR Esti,abark,1.07E-07,-2.80E-07,-9.96E-07,1.63E-07,-9.38E-07,-4.48E-06,5.46E-08,-4.87E-07,-4.19E-08,3.52E-07,-8.47E-07,3.02E-07,Black Spruce,PiceaMariana
SUR Esti,bbark,-1.03E-06,0.00010389,-9.72804E-05,-9.38E-07,0.000710015,-0.000720094,-1.65E-06,3.42399E-05,-1.88834E-05,-2.68E-06,-1.93E-06,5.13E-06,Black Spruce,PiceaMariana
SUR Esti,cbark,-2.44E-06,-0.000100194,0.000135925,-4.48E-06,-0.000720094,0.000917101,-1.39E-07,-1.93997E-05,2.14595E-05,-8.54E-06,3.10377E-05,-1.75266E-05,Black Spruce,PiceaMariana
SUR Esti,abranche,1.59E-07,-4.32E-07,-1.46E-06,5.46E-08,-1.65E-06,-1.39E-07,5.98E-06,-3.1441E-05,-2.85697E-05,1.43506E-05,-1.34848E-05,-1.44053E-05,Black Spruce,PiceaMariana
SUR Esti,bbranche,-9.24E-07,5.06962E-05,-4.43932E-05,-4.87E-07,3.42399E-05,-1.93997E-05,-3.1441E-05,0.002953409,-0.002977227,-7.22351E-05,0.001771525,-0.001828439,Black Spruce,PiceaMariana
SUR Esti,cbranche,-5.55E-07,-5.10758E-05,6.32541E-05,-4.19E-08,-1.88834E-05,2.14595E-05,-2.85697E-05,-0.002977227,0.003671494,-7.62413E-05,-0.001830405,0.002215976,Black Spruce,PiceaMariana
SUR Esti,afoliage,1.02E-07,-1.19E-06,-1.38E-07,3.52E-07,-2.68E-06,-8.54E-06,1.43506E-05,-7.22351E-05,-7.62413E-05,7.49867E-05,-5.86466E-05,-9.10556E-05,Black Spruce,PiceaMariana
SUR Esti,bfoliage,2.24E-07,2.31607E-05,-2.79347E-05,-8.47E-07,-1.93E-06,3.10377E-05,-1.34848E-05,0.001771525,-0.001830405,-5.86466E-05,0.002461352,-0.002626077,Black Spruce,PiceaMariana
SUR Esti,cfoliage,-4.39E-07,-2.28465E-05,3.0839E-05,3.02E-07,5.13E-06,-1.75266E-05,-1.44053E-05,-0.001828439,0.002215976,-9.10556E-05,-0.002626077,0.003147096,Black Spruce,PiceaMariana
SUR Esti,awood,3.47E-06,1.82483E-05,-6.80361E-05,4.56E-07,6.95E-06,-2.15432E-05,2.02E-06,2.75E-09,-3.21589E-05,-1.91E-06,9.50E-06,-7.76E-06,Eastern Hemlock,TsugaCanadensis
SUR Esti,bwood,1.82483E-05,0.001273085,-0.001761785,3.41E-06,0.000457039,-0.000650518,6.18E-06,0.000731143,-0.000987561,3.45E-06,4.84275E-05,-4.13161E-05,Eastern Hemlock,TsugaCanadensis
SUR Esti,cwood,-6.80361E-05,-0.001761785,0.003016881,-1.01968E-05,-0.00064364,0.001074078,-3.40275E-05,-0.000891056,0.00163003,1.84752E-05,-0.000175073,0.000151621,Eastern Hemlock,TsugaCanadensis
SUR Esti,abark,4.56E-07,3.41E-06,-1.01968E-05,1.55E-06,2.61691E-05,-7.70242E-05,-1.86E-06,6.52E-06,2.18949E-05,8.25E-06,6.60E-06,-2.74316E-05,Eastern Hemlock,TsugaCanadensis
SUR Esti,bbark,6.95E-06,0.000457039,-0.00064364,2.61691E-05,0.003771464,-0.005280763,1.58E-07,-0.001107906,0.00135306,0.000144475,0.001735725,-0.002455619,Eastern Hemlock,TsugaCanadensis
SUR Esti,cbark,-2.15432E-05,-0.000650518,0.001074078,-7.70242E-05,-0.005280763,0.008609159,5.30072E-05,0.001168055,-0.002284792,-0.000416685,-0.002297234,0.003793269,Eastern Hemlock,TsugaCanadensis
SUR Esti,abranche,2.02E-06,6.18E-06,-3.40275E-05,-1.86E-06,1.58E-07,5.30072E-05,1.97814E-05,4.0947E-05,-0.000373165,-1.89837E-05,5.43441E-05,-2.08138E-05,Eastern Hemlock,TsugaCanadensis
SUR Esti,bbranche,2.75E-09,0.000731143,-0.000891056,6.52E-06,-0.001107906,0.001168055,4.0947E-05,0.011809513,-0.015023852,0.000280456,0.000207104,-0.00091817,Eastern Hemlock,TsugaCanadensis
SUR Esti,cbranche,-3.21589E-05,-0.000987561,0.00163003,2.18949E-05,0.00135306,-0.002284792,-0.000373165,-0.015023852,0.02445791,-4.2959E-05,-0.001114905,0.001468262,Eastern Hemlock,TsugaCanadensis
SUR Esti,afoliage,-1.91E-06,3.45E-06,1.84752E-05,8.25E-06,0.000144475,-0.000416685,-1.89837E-05,0.000280456,-4.2959E-05,0.000321225,0.000787,-0.00176869,Eastern Hemlock,TsugaCanadensis
SUR Esti,bfoliage,9.50E-06,4.84275E-05,-0.000175073,6.60E-06,0.001735725,-0.002297234,5.43441E-05,0.000207104,-0.001114905,0.000787,0.00918915,-0.012933128,Eastern Hemlock,TsugaCanadensis
SUR Esti,cfoliage,-7.76E-06,-4.13161E-05,0.000151621,-2.74316E-05,-0.002455619,0.003793269,-2.08138E-05,-0.00091817,0.001468262,-0.00176869,-0.012933128,0.020042158,Eastern Hemlock,TsugaCanadensis
SUR Esti,awood,3.31E-06,3.66312E-05,-8.76223E-05,4.40E-07,2.1603E-05,-4.8839E-05,4.14E-06,1.72457E-05,-5.24173E-05,5.56E-06,2.53109E-05,-5.75368E-05,Eastern White Cedar,ThujaOccidentalis
SUR Esti,bwood,3.66312E-05,0.001261263,-0.002014183,5.49E-06,0.000808179,-0.00126462,4.98552E-05,0.001152756,-0.001807439,7.35479E-05,0.001392355,-0.002044941,Eastern White Cedar,ThujaOccidentalis
SUR Esti,cwood,-8.76223E-05,-0.002014183,0.003604643,-1.2439E-05,-0.001267587,0.002187304,-0.000114399,-0.001655425,0.002923821,-0.000165131,-0.002026268,0.003269221,Eastern White Cedar,ThujaOccidentalis
SUR Esti,abark,4.40E-07,5.49E-06,-1.2439E-05,5.95E-07,2.74023E-05,-6.37655E-05,6.59E-07,3.62E-06,-9.43E-06,1.28E-06,8.37E-06,-1.63792E-05,Eastern White Cedar,ThujaOccidentalis
SUR Esti,bbark,2.1603E-05,0.000808179,-0.001267587,2.74023E-05,0.003943436,-0.006239223,3.65175E-05,0.000917687,-0.00142489,8.58763E-05,0.001587347,-0.00236749,Eastern White Cedar,ThujaOccidentalis
SUR Esti,cbark,-4.8839E-05,-0.00126462,0.002187304,-6.37655E-05,-0.006239223,0.010929439,-7.82122E-05,-0.001329072,0.002257033,-0.000173526,-0.002384501,0.003781455,Eastern White Cedar,ThujaOccidentalis
SUR Esti,abranche,4.14E-06,4.98552E-05,-0.000114399,6.59E-07,3.65175E-05,-7.82122E-05,4.33453E-05,0.000385809,-0.000820237,2.55875E-05,0.000227983,-0.000411271,Eastern White Cedar,ThujaOccidentalis
SUR Esti,bbranche,1.72457E-05,0.001152756,-0.001655425,3.62E-06,0.000917687,-0.001329072,0.000385809,0.01248035,-0.018527828,0.000358989,0.007664454,-0.011227273,Eastern White Cedar,ThujaOccidentalis
SUR Esti,cbranche,-5.24173E-05,-0.001807439,0.002923821,-9.43E-06,-0.00142489,0.002257033,-0.000820237,-0.018527828,0.029555055,-0.000657635,-0.011259157,0.017237684,Eastern White Cedar,ThujaOccidentalis
SUR Esti,afoliage,5.56E-06,7.35479E-05,-0.000165131,1.28E-06,8.58763E-05,-0.000173526,2.55875E-05,0.000358989,-0.000657635,0.000110213,0.000602825,-0.001288526,Eastern White Cedar,ThujaOccidentalis
SUR Esti,bfoliage,2.53109E-05,0.001392355,-0.002026268,8.37E-06,0.001587347,-0.002384501,0.000227983,0.007664454,-0.011259157,0.000602825,0.012644922,-0.018484878,Eastern White Cedar,ThujaOccidentalis
SUR Esti,cfoliage,-5.75368E-05,-0.002044941,0.003269221,-1.63792E-05,-0.00236749,0.003781455,-0.000411271,-0.011227273,0.017237684,-0.001288526,-0.018484878,0.029162806,Eastern White Cedar,ThujaOccidentalis
SUR Esti,awood,5.85E-07,5.45E-06,-1.72162E-05,9.59E-08,1.65E-06,-6.33E-06,1.75E-07,-8.43E-08,-2.96E-06,6.59E-07,1.36E-06,-5.24E-06,Eastern White Pine,PinusStrobus
SUR Esti,bwood,5.45E-06,0.00038986,-0.000536552,7.59E-07,0.000169339,-0.000222256,5.95E-07,0.000104399,-0.000129793,2.57E-06,0.000137779,-0.000170981,Eastern White Pine,PinusStrobus
SUR Esti,cwood,-1.72162E-05,-0.000536552,0.000928216,-2.67E-06,-0.000217824,0.000367127,-4.05E-06,-0.000120036,0.000209677,-1.55526E-05,-0.000184999,0.000299638,Eastern White Pine,PinusStrobus
SUR Esti,abark,9.59E-08,7.59E-07,-2.67E-06,2.20E-07,6.12E-06,-1.72433E-05,1.91E-08,-1.41E-06,1.37E-06,-5.35E-07,9.74E-07,1.72E-06,Eastern White Pine,PinusStrobus
SUR Esti,bbark,1.65E-06,0.000169339,-0.000217824,6.12E-06,0.001362786,-0.00180981,4.06E-07,-7.74521E-05,8.08422E-05,-1.10E-06,-9.31811E-05,0.000119844,Eastern White Pine,PinusStrobus
SUR Esti,cbark,-6.33E-06,-0.000222256,0.000367127,-1.72433E-05,-0.00180981,0.002847563,-1.32E-06,0.000161267,-0.000166903,2.50613E-05,6.74945E-05,-0.000219177,Eastern White Pine,PinusStrobus
SUR Esti,abranche,1.75E-07,5.95E-07,-4.05E-06,1.91E-08,4.06E-07,-1.32E-06,4.17E-06,-5.18E-06,-6.95659E-05,1.63348E-05,-1.73706E-05,-7.01115E-05,Eastern White Pine,PinusStrobus
SUR Esti,bbranche,-8.43E-08,0.000104399,-0.000120036,-1.41E-06,-7.74521E-05,0.000161267,-5.18E-06,0.004426308,-0.005242343,-8.176E-05,0.002990639,-0.003126407,Eastern White Pine,PinusStrobus
SUR Esti,cbranche,-2.96E-06,-0.000129793,0.000209677,1.37E-06,8.08422E-05,-0.000166903,-6.95659E-05,-0.005242343,0.007634463,-0.000192617,-0.00326313,0.005009414,Eastern White Pine,PinusStrobus
SUR Esti,afoliage,6.59E-07,2.57E-06,-1.55526E-05,-5.35E-07,-1.10E-06,2.50613E-05,1.63348E-05,-8.176E-05,-0.000192617,0.000128707,-0.000126251,-0.000559055,Eastern White Pine,PinusStrobus
SUR Esti,bfoliage,1.36E-06,0.000137779,-0.000184999,9.74E-07,-9.31811E-05,6.74945E-05,-1.73706E-05,0.002990639,-0.00326313,-0.000126251,0.005952795,-0.006407668,Eastern White Pine,PinusStrobus
SUR Esti,cfoliage,-5.24E-06,-0.000170981,0.000299638,1.72E-06,0.000119844,-0.000219177,-7.01115E-05,-0.003126407,0.005009414,-0.000559055,-0.006407668,0.010781708,Eastern White Pine,PinusStrobus
SUR Esti,awood,4.68E-06,3.39341E-05,-0.000102412,-3.48E-06,-4.37643E-05,0.000144674,1.07E-06,-1.47738E-05,-1.34865E-05,-5.54E-06,3.46561E-05,6.95E-06,Grey Birch,BetulaPopulifolia
SUR Esti,bwood,3.39341E-05,0.001409646,-0.002018557,-2.35579E-05,-0.002211591,0.002998738,-1.58935E-05,-0.001659583,0.002287898,-6.00638E-05,-0.002246077,0.003067113,Grey Birch,BetulaPopulifolia
SUR Esti,cwood,-0.000102412,-0.002018557,0.00365292,7.44509E-05,0.002948379,-0.005239151,4.48E-06,0.002023843,-0.002390842,0.000145225,0.002035016,-0.003571451,Grey Birch,BetulaPopulifolia
SUR Esti,abark,-3.48E-06,-2.35579E-05,7.44509E-05,1.26871E-05,0.000215922,-0.000593875,-6.95E-06,-0.00011463,0.00032147,1.1304E-05,-8.01E-06,-8.92413E-05,Grey Birch,BetulaPopulifolia
SUR Esti,bbark,-4.37643E-05,-0.002211591,0.002948379,0.000215922,0.021412739,-0.029119864,-7.07786E-05,-0.005744783,0.008592732,0.000268462,0.012879602,-0.016512416,Grey Birch,BetulaPopulifolia
SUR Esti,cbark,0.000144674,0.002998738,-0.005239151,-0.000593875,-0.029119864,0.048384183,0.000271208,0.009996971,-0.018972146,-0.000621119,-0.013933086,0.020908511,Grey Birch,BetulaPopulifolia
SUR Esti,abranche,1.07E-06,-1.58935E-05,4.48E-06,-6.95E-06,-7.07786E-05,0.000271208,3.34243E-05,0.00051278,-0.001505091,-4.82E-06,0.000170377,-0.000160215,Grey Birch,BetulaPopulifolia
SUR Esti,bbranche,-1.47738E-05,-0.001659583,0.002023843,-0.00011463,-0.005744783,0.009996971,0.00051278,0.049493064,-0.069026817,-1.18357E-05,0.009658929,-0.009409915,Grey Birch,BetulaPopulifolia
SUR Esti,cbranche,-1.34865E-05,0.002287898,-0.002390842,0.00032147,0.008592732,-0.018972146,-0.001505091,-0.069026817,0.118900101,0.000143119,-0.014627584,0.014199921,Grey Birch,BetulaPopulifolia
SUR Esti,afoliage,-5.54E-06,-6.00638E-05,0.000145225,1.1304E-05,0.000268462,-0.000621119,-4.82E-06,-1.18357E-05,0.000143119,3.10519E-05,0.000419921,-0.000775285,Grey Birch,BetulaPopulifolia
SUR Esti,bfoliage,3.46561E-05,-0.002246077,0.002035016,-8.01E-06,0.012879602,-0.013933086,0.000170377,0.009658929,-0.014627584,0.000419921,0.036278413,-0.044057147,Grey Birch,BetulaPopulifolia
SUR Esti,cfoliage,6.95E-06,0.003067113,-0.003571451,-8.92413E-05,-0.016512416,0.020908511,-0.000160215,-0.009409915,0.014199921,-0.000775285,-0.044057147,0.056693886,Grey Birch,BetulaPopulifolia
SUR Esti,awood,5.99E-07,8.12E-06,-1.91758E-05,2.16E-07,4.97E-06,-1.31056E-05,-5.77E-07,5.61E-06,-1.39E-06,-8.51E-07,3.19E-06,4.71E-07,Lodgepole Pine,PinusContorta
SUR Esti,bwood,8.12E-06,0.000585139,-0.00076916,2.61E-06,0.000312464,-0.000429365,-4.36E-06,2.47451E-05,8.27E-06,-5.63E-06,5.24987E-05,-3.24818E-05,Lodgepole Pine,PinusContorta
